X,Y,OBJECTID,MODULENAME,CASENUMBER,PROJECTNAME,SPATIALTYPE,APPLY_DATE,COMPLETE_DATE,EXPIRE_DATE,STATUS,DESCRIPTION,CASENAME,WORKCLASS_NAME,AFFORDABLE_HOUSING
-118.6962964,34.11204313,133,PlanManagement,RPPL2016000426,,Address,2016/01/06 00:00:00+00,2016/02/01 00:00:00+00,,Approved,"Vehicular gate and entry monument associated with 6 new SFR.Project No:  RPPL 2016000426		Approved by William ChenApproval Date: 01/19/2016EXPIRES: 01/19/2018Address:    1985 Vallecito Dr., Hacienda Heights	APN:  4455-014-036	Zone: A-1-10	CSD: Hacienda HeightsCountywide Land Use Policy:	N10 每 Mountain Lands 10 (1 du/10 acre max)Fire Hazard Area:	Very HighRural Outdoor Lighting District:	YesThis Plot Plan approves the following for the above referenced project:?	RPPL 2016000426 approves a vehicular gate and entry monument at Country Ridge Rd., a private road.	Special Notes:?	Monument signage must adhere to community identification sign standards.?	Accessory buildings and structures exempt from Significant Ecological Areas regulations.?	Sign lighting must comply with rural outdoor lighting development standards.?	Approvals from other County agencies may be needed before the issuance of a Building Permit.  ?	No oaks trees are indicated to be present on the property.  This approval does not grant any impact on oak trees.  ?	No grading is proposed for this project. This approval does not authorize grading.?	This is not a building permit.?	This project must comply with the Green Building Program to the satisfaction of the Department of Public Works.This approval is found to be in substantial compliance with the Los Angeles County Title 22 code requirements.   Changes to this approval require additional DRP review and fees. Obtain any necessary approvals from Los Angeles County Department of Public Works. Approvals from other County Departments may be needed prior to the issuance of a Building Permit.",Permits & Reviews,Site Plan Review - Ministerial,
-118.6939697,34.11300412,134,PlanManagement,RPPL2016000426,,Address,2016/01/06 00:00:00+00,2016/02/01 00:00:00+00,,Approved,"Vehicular gate and entry monument associated with 6 new SFR.Project No:  RPPL 2016000426		Approved by William ChenApproval Date: 01/19/2016EXPIRES: 01/19/2018Address:    1985 Vallecito Dr., Hacienda Heights	APN:  4455-014-036	Zone: A-1-10	CSD: Hacienda HeightsCountywide Land Use Policy:	N10 每 Mountain Lands 10 (1 du/10 acre max)Fire Hazard Area:	Very HighRural Outdoor Lighting District:	YesThis Plot Plan approves the following for the above referenced project:?	RPPL 2016000426 approves a vehicular gate and entry monument at Country Ridge Rd., a private road.	Special Notes:?	Monument signage must adhere to community identification sign standards.?	Accessory buildings and structures exempt from Significant Ecological Areas regulations.?	Sign lighting must comply with rural outdoor lighting development standards.?	Approvals from other County agencies may be needed before the issuance of a Building Permit.  ?	No oaks trees are indicated to be present on the property.  This approval does not grant any impact on oak trees.  ?	No grading is proposed for this project. This approval does not authorize grading.?	This is not a building permit.?	This project must comply with the Green Building Program to the satisfaction of the Department of Public Works.This approval is found to be in substantial compliance with the Los Angeles County Title 22 code requirements.   Changes to this approval require additional DRP review and fees. Obtain any necessary approvals from Los Angeles County Department of Public Works. Approvals from other County Departments may be needed prior to the issuance of a Building Permit.",Permits & Reviews,Site Plan Review - Ministerial,
-118.6913464,34.11289871,135,PlanManagement,RPPL2016000426,,Address,2016/01/06 00:00:00+00,2016/02/01 00:00:00+00,,Approved,"Vehicular gate and entry monument associated with 6 new SFR.Project No:  RPPL 2016000426		Approved by William ChenApproval Date: 01/19/2016EXPIRES: 01/19/2018Address:    1985 Vallecito Dr., Hacienda Heights	APN:  4455-014-036	Zone: A-1-10	CSD: Hacienda HeightsCountywide Land Use Policy:	N10 每 Mountain Lands 10 (1 du/10 acre max)Fire Hazard Area:	Very HighRural Outdoor Lighting District:	YesThis Plot Plan approves the following for the above referenced project:?	RPPL 2016000426 approves a vehicular gate and entry monument at Country Ridge Rd., a private road.	Special Notes:?	Monument signage must adhere to community identification sign standards.?	Accessory buildings and structures exempt from Significant Ecological Areas regulations.?	Sign lighting must comply with rural outdoor lighting development standards.?	Approvals from other County agencies may be needed before the issuance of a Building Permit.  ?	No oaks trees are indicated to be present on the property.  This approval does not grant any impact on oak trees.  ?	No grading is proposed for this project. This approval does not authorize grading.?	This is not a building permit.?	This project must comply with the Green Building Program to the satisfaction of the Department of Public Works.This approval is found to be in substantial compliance with the Los Angeles County Title 22 code requirements.   Changes to this approval require additional DRP review and fees. Obtain any necessary approvals from Los Angeles County Department of Public Works. Approvals from other County Departments may be needed prior to the issuance of a Building Permit.",Permits & Reviews,Site Plan Review - Ministerial,
-118.0263611,34.10022435,136,PlanManagement,RPPL2016000483,,Address,2016/01/12 00:00:00+00,2016/10/19 00:00:00+00,,Approved,2 SF lots on 0.27 net acres in the A-1 Zone,Land Division,Tentative Map - Parcel,
-118.1964801,34.62813616,140,PlanManagement,RPPL2016000663,,Address,2016/01/26 00:00:00+00,2016/10/18 00:00:00+00,,Void,"385 sq ft. addition habitable space loft to (e) second unit, no proposed bathroom. See reasonable accommodation RPPL20160004506, case voided became RRA.",Permits & Reviews,Site Plan Review - Ministerial,
-118.1140365,34.17837913,142,PlanManagement,RPPL2016000655,,Address,2016/01/26 00:00:00+00,2016/04/26 00:00:00+00,,Recorded,COC ,Permits & Reviews,Certificate of Compliance,
-118.6198377,34.07526893,143,PlanManagement,RPPL2016000660,,Address,2016/01/26 00:00:00+00,2016/05/11 00:00:00+00,2018/05/11 00:00:00+00,Approved,Convert greenhouse into additional storage area. ,Permits & Reviews,CDP - SMMLCP - Exempt,
-118.1898581,34.05067797,144,PlanManagement,RPPL2016000673,,Address,2016/01/26 00:00:00+00,2016/05/12 00:00:00+00,,Approved,YARD MODIFICATION TO CONVERT GARAGE TO LIVING ROOM.,Legacy - Environmental,Initial Study,
-118.0675671,33.98603776,149,PlanManagement,RPPL2016000675,,Address,2016/01/26 00:00:00+00,2016/07/05 00:00:00+00,,Denied,NEW PORCH,Referrals & Letters,Zoning Conformance Review,
-117.8135705,34.61385678,150,PlanManagement,RPPL2016000633,,Address,2016/01/25 00:00:00+00,2016/01/26 00:00:00+00,,Approved,"Ground-mounted solar panels: RPPL2016000633                                                R-A   / H2                                                                                   40226 E. 177th St., Palmdale, APN 3072-018-013                       DETAILS OF APPROVAL                                   expires: 1/26/18Approved: One ground-mounted solar panel array to provide power to existing single-family residence. Size, setbacks and height of array approved as shown.   --The photovoltaic system must meet all applicable requirements pursuant to California Civil Code Sections 714b, 714c.1, 714c.2, 714c.3, 714d.1.a, 714d.1.b and 801.5a.1--No oak trees are depicted on the plans and no encroachments or removals are authorized. No grading is proposed or authorized. --Obtain permits/approvals from the L.A. County Dept. of Public Works, and others as required.--All outdoor lighting on the property must comply with the standards outlined in the Rural Outdoor Lighting District, as outlined in Title 22, Chapter 22.44, Part 9. PLEASE NOTE: THIS APPROVAL IS FOR SOLAR PANELS ONLY. IF THERE ARE ANY STRUCTURES / ITEMS ON THE PROPERTY WHICH WERE ADDED WITHOUT THE REQUIRED BUILDING PERMITS, A SEPARATE REGIONAL PLANNING REVIEW AND FEE MAY BE REQUIRED",Referrals & Letters,Zoning Conformance Review,
-118.191011,34.03580641,152,PlanManagement,RPPL2016000441,,Address,2016/01/07 00:00:00+00,2016/02/23 00:00:00+00,,Approved,NEW BUSINESS SIGNS.,Permits & Reviews,Site Plan Review - Ministerial,
-118.1909074,34.03580891,153,PlanManagement,RPPL2016000441,,Address,2016/01/07 00:00:00+00,2016/02/23 00:00:00+00,,Approved,NEW BUSINESS SIGNS.,Permits & Reviews,Site Plan Review - Ministerial,
-118.1911623,34.03580702,154,PlanManagement,RPPL2016000441,,Address,2016/01/07 00:00:00+00,2016/02/23 00:00:00+00,,Approved,NEW BUSINESS SIGNS.,Permits & Reviews,Site Plan Review - Ministerial,
-118.1910716,34.03580848,155,PlanManagement,RPPL2016000441,,Address,2016/01/07 00:00:00+00,2016/02/23 00:00:00+00,,Approved,NEW BUSINESS SIGNS.,Permits & Reviews,Site Plan Review - Ministerial,
-118.1912035,34.03581087,156,PlanManagement,RPPL2016000441,,Address,2016/01/07 00:00:00+00,2016/02/23 00:00:00+00,,Approved,NEW BUSINESS SIGNS.,Permits & Reviews,Site Plan Review - Ministerial,
-118.5744798,34.04611512,160,PlanManagement,RPPL2016000427,,Address,2016/01/06 00:00:00+00,2017/01/11 00:00:00+00,2019/01/11 00:00:00+00,Approved,pool spa and pool equipment,Permits & Reviews,CDP - SMMLCP - Exempt,
-118.7179666,34.13813168,163,PlanManagement,RPPL2016000457,,Address,2016/01/07 00:00:00+00,2016/02/23 00:00:00+00,,Approved,"?	PLANS APPROVED FOR A 35 SQ. FT. INTERNALLY ILLUMINATED MONUMENT SIGN FOR MORTON CAPITAL MANAGEMENT.?	THE MONUMENT SIGN IS APPROVED AT A HEIGHT OF 5＊.?	SIGNAGE MEETS APPLICABLE ZONING REQUIREMENTS.?	OBTAIN APPROVAL FROM LOS ANGELES COUNTY BUILDING AND SAFETY PRIOR TO CONSTRUCTION.",Permits & Reviews,Site Plan Review - Ministerial,
-118.4307538,34.44142487,164,PlanManagement,RPPL2016000433,,Address,2016/01/06 00:00:00+00,2016/08/23 00:00:00+00,,Recorded,CERTIFICATE OF COMPLIANCE,Permits & Reviews,Certificate of Compliance,
-118.5744987,34.3894352,171,PlanManagement,RPPL2016000424,,Address,2016/01/06 00:00:00+00,2016/01/06 00:00:00+00,2018/01/06 00:00:00+00,Approved,Approved for attached patiocover,Referrals & Letters,Zoning Conformance Review,
-118.1688671,34.0431527,174,PlanManagement,RPPL2016000552,,Address,2016/01/19 00:00:00+00,2016/01/27 00:00:00+00,,Approved,"TENANT IMPROVEMENTS FOR NEW OFFICE USE.!DO NOT REMOVE!RPPL 20160005524516 Fisher Street, East Los Angeles, CA 90022 (APN 5235-002-037)?	Site Plan approved for tenant improvements consisting of interior remodeling, storage area and overhead roll-up door associated with a new contracting business as depicted on the Plans. No enlargement of existing building footprint is proposed.?	The subject property is located in the East Los Angeles Community Standards District (※East LA CSD§).?	The subject property is also located in the C-M (Commercial Manufacturing) Zone.?	The proposed contracting office use is consistent with Building Permit No. 06-07151, approved on April 22, 1980.?	This Site Plan approval is only for retail/professional office use. No dining/take-out food establishment shall be permitted. Any eating establishment use will be required to meet current parking requirements.?	No oak trees are depicted on the plans and no encroachments or removals are authorized.?	The accuracy of the property lines is the responsibility of the owner/applicant.?	No grading is proposed in conjunction with this project. This approval does not authorize any grading.?	This project shall comply with the requirements of the Green Building and Low-Impact Development (LID) ordinance to the satisfaction of the Los Angeles County Department of Public Works (※Public Works§).?	Changes to this approval shall require additional Los Angeles County Department of Regional Planning review and fees, and may be subject to additional requirements of the Green Building Program.?	Obtain all required permits and approvals from Public Works prior to installation or construction.EXPIRES 01/27/18                                                                           !DO NOT REMOVE!",Referrals & Letters,Zoning Conformance Review,
